School,Semester,Grade,Subject,Class,Student Name,Score
Emard High School,Fall-2019,9th-Grade,Social Studies,European history,Cathryn Schneider,79
Emard High School,Fall-2019,9th-Grade,Family and Consumer Science,Fashion construction,Cathryn Schneider,70
Emard High School,Fall-2019,9th-Grade,Foreign Language,Russian,Cathryn Schneider,95
Emard High School,Fall-2019,9th-Grade,Performing Arts,Piano,Cathryn Schneider,83
Emard High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Web design,Cathryn Schneider,85
Emard High School,Fall-2019,10th-Grade,Math,Algebra 1,Joel Nienow,88
Emard High School,Fall-2019,10th-Grade,Visual Arts,Sculpture,Joel Nienow,80
Emard High School,Fall-2019,10th-Grade,Visual Arts,Drawing,Joel Nienow,70
Emard High School,Fall-2019,10th-Grade,Visual Arts,3-D art,Joel Nienow,94
Emard High School,Fall-2019,10th-Grade,Science,Zoology,Joel Nienow,85
Emard High School,Fall-2019,10th-Grade,English,American literature,Zoe Reinger,91
Emard High School,Fall-2019,10th-Grade,Foreign Language,Italian,Zoe Reinger,75
Emard High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Zoe Reinger,74
Emard High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Graphic design,Zoe Reinger,91
Emard High School,Fall-2019,10th-Grade,Math,Math applications,Zoe Reinger,89
Emard High School,Fall-2019,10th-Grade,Arts,AP Music theory,Berneice Torp,72
Emard High School,Fall-2019,10th-Grade,Performing Arts,Choir,Berneice Torp,89
Emard High School,Fall-2019,10th-Grade,Visual Arts,Drawing,Berneice Torp,83
Emard High School,Fall-2019,10th-Grade,Foreign Language,American Sign Language,Berneice Torp,75
Emard High School,Fall-2019,10th-Grade,Social Studies,US history,Berneice Torp,92
Emard High School,Fall-2019,10th-Grade,History & Social Science,AP Comparative government and politics,Fern Labadie,76
Emard High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Music production,Fern Labadie,90
Emard High School,Fall-2019,10th-Grade,Sciences,AP Biology,Fern Labadie,82
Emard High School,Fall-2019,10th-Grade,Business,Business law,Fern Labadie,72
Emard High School,Fall-2019,10th-Grade,Business,Consumer education,Fern Labadie,89
Emard High School,Fall-2019,10th-Grade,History & Social Science,Math & Computer Science,Kolby Champlin,95
Emard High School,Fall-2019,10th-Grade,Social Studies,Religious studies,Kolby Champlin,0
Emard High School,Fall-2019,10th-Grade,Math,Statistics,Kolby Champlin,88
Emard High School,Fall-2019,10th-Grade,Performing Arts,Drama,Kolby Champlin,91
Emard High School,Fall-2019,10th-Grade,Vocational Education,Auto body repair,Kolby Champlin,99
Emard High School,Fall-2019,10th-Grade,Science,Botany,Robert Ortiz,77
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Early childhood development,Robert Ortiz,74
Emard High School,Fall-2019,10th-Grade,Foreign Language,Italian,Robert Ortiz,88
Emard High School,Fall-2019,10th-Grade,Performing Arts,Percussion,Robert Ortiz,80
Emard High School,Fall-2019,10th-Grade,Visual Arts,Printmaking,Robert Ortiz,80
Emard High School,Fall-2019,10th-Grade,Physical Education,Health,Lillian Gerhold,80
Emard High School,Fall-2019,10th-Grade,Math,Integrated math,Lillian Gerhold,97
Emard High School,Fall-2019,10th-Grade,Arts,AP Music theory,Lillian Gerhold,72
Emard High School,Fall-2019,10th-Grade,History & Social Science,AP Calculus AB,Lillian Gerhold,96
Emard High School,Fall-2019,10th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Lillian Gerhold,94
Emard High School,Fall-2019,10th-Grade,Social Studies,Sociology,Jaclyn Kirlin,79
Emard High School,Fall-2019,10th-Grade,Business,Personal finance,Jaclyn Kirlin,99
Emard High School,Fall-2019,10th-Grade,Performing Arts,Music theory,Jaclyn Kirlin,84
Emard High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Web design,Jaclyn Kirlin,77
Emard High School,Fall-2019,10th-Grade,Arts,AP Music theory,Jaclyn Kirlin,92
Emard High School,Fall-2019,10th-Grade,Business,Marketing,Nestor Leannon,100
Emard High School,Fall-2019,10th-Grade,History & Social Science,AP Comparative government and politics,Nestor Leannon,74
Emard High School,Fall-2019,10th-Grade,Visual Arts,Ceramics,Nestor Leannon,74
Emard High School,Fall-2019,10th-Grade,Arts,AP Studio art (2-D design),Nestor Leannon,82
Emard High School,Fall-2019,10th-Grade,Visual Arts,Printmaking,Nestor Leannon,76
Emard High School,Fall-2019,10th-Grade,Performing Arts,Theater technology,Toby Armstrong,78
Emard High School,Fall-2019,10th-Grade,Foreign Language,Japanese,Toby Armstrong,75
Emard High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Toby Armstrong,72
Emard High School,Fall-2019,10th-Grade,History & Social Science,AP Human Geography,Toby Armstrong,70
Emard High School,Fall-2019,10th-Grade,Social Studies,World religions,Toby Armstrong,93
Emard High School,Fall-2019,10th-Grade,Visual Arts,Painting,Tate MacGyver,96
Emard High School,Fall-2019,10th-Grade,Visual Arts,Drawing,Tate MacGyver,92
Emard High School,Fall-2019,10th-Grade,Social Studies,Cultural anthropology,Tate MacGyver,78
Emard High School,Fall-2019,10th-Grade,Visual Arts,Ceramics,Tate MacGyver,74
Emard High School,Fall-2019,10th-Grade,Performing Arts,Theater technology,Tate MacGyver,73
Emard High School,Fall-2019,10th-Grade,Visual Arts,Painting,Reid Raynor,100
Emard High School,Fall-2019,10th-Grade,Computer Science/Information Technology,App development,Reid Raynor,70
Emard High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Reid Raynor,100
Emard High School,Fall-2019,10th-Grade,Vocational Education,Hospitality and tourism,Reid Raynor,76
Emard High School,Fall-2019,10th-Grade,Math,Geometry,Reid Raynor,99
Emard High School,Fall-2019,10th-Grade,Vocational Education,Refrigeration fundamentals,Haylie Bradtke,89
Emard High School,Fall-2019,10th-Grade,Physical Education,Swimming,Haylie Bradtke,80
Emard High School,Fall-2019,10th-Grade,Sciences,AP Biology,Haylie Bradtke,82
Emard High School,Fall-2019,10th-Grade,Physical Education,Yoga,Haylie Bradtke,96
Emard High School,Fall-2019,10th-Grade,Social Studies,Global studies,Haylie Bradtke,80
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Home economics,Corine Miller,90
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Family studies,Corine Miller,70
Emard High School,Fall-2019,10th-Grade,World Languages and Cultures,AP German Language and Culture,Corine Miller,87
Emard High School,Fall-2019,10th-Grade,Foreign Language,Latin,Corine Miller,86
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Nutrition,Corine Miller,78
Emard High School,Fall-2019,10th-Grade,Arts,AP Art history,Marc Kovacek,94
Emard High School,Fall-2019,10th-Grade,Visual Arts,Printmaking,Marc Kovacek,80
Emard High School,Fall-2019,10th-Grade,Foreign Language,Portuguese,Marc Kovacek,83
Emard High School,Fall-2019,10th-Grade,Business,Accounting,Marc Kovacek,90
Emard High School,Fall-2019,10th-Grade,History & Social Science,Math & Computer Science,Marc Kovacek,71
Emard High School,Fall-2019,10th-Grade,Performing Arts,Piano,Dell Aufderhar,78
Emard High School,Fall-2019,10th-Grade,History & Social Science,Math & Computer Science,Dell Aufderhar,72
Emard High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Dell Aufderhar,79
Emard High School,Fall-2019,10th-Grade,Science,Environmental science,Dell Aufderhar,74
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Family studies,Dell Aufderhar,83
Emard High School,Fall-2019,10th-Grade,Visual Arts,Art history,Marcus Spencer,88
Emard High School,Fall-2019,10th-Grade,Vocational Education,FFA (Future Farmers of America),Marcus Spencer,81
Emard High School,Fall-2019,10th-Grade,Visual Arts,Painting,Marcus Spencer,97
Emard High School,Fall-2019,10th-Grade,World Languages and Cultures,AP French Language and Culture,Marcus Spencer,94
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Interior design,Marcus Spencer,74
Emard High School,Fall-2019,10th-Grade,Performing Arts,Orchestra,Marilyne Becker,87
Emard High School,Fall-2019,10th-Grade,Vocational Education,Electronics,Marilyne Becker,91
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Home economics,Marilyne Becker,80
Emard High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion and retail merchandising,Marilyne Becker,83
Emard High School,Fall-2019,10th-Grade,Foreign Language,Italian,Marilyne Becker,85
Emard High School,Fall-2019,10th-Grade,Performing Arts,Percussion,Hellen Kuhlman,77
Emard High School,Fall-2019,10th-Grade,Science,Environmental studies,Hellen Kuhlman,98
Emard High School,Fall-2019,10th-Grade,Sciences,AP Physics 2 (Algebra-Based),Hellen Kuhlman,98
Emard High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Media technology,Hellen Kuhlman,0
Emard High School,Fall-2019,10th-Grade,Math,Algebra 2,Hellen Kuhlman,83
Emard High School,Fall-2019,10th-Grade,Arts,AP Art history,Jovani Stroman,93
Emard High School,Fall-2019,10th-Grade,Social Studies,Law,Jovani Stroman,73
Emard High School,Fall-2019,10th-Grade,Physical Education,Weight training,Jovani Stroman,78
Emard High School,Fall-2019,10th-Grade,Math,Geometry,Jovani Stroman,100
Emard High School,Fall-2019,10th-Grade,History & Social Science,AP Macroeconomics,Jovani Stroman,93
Emard High School,Fall-2019,10th-Grade,Performing Arts,Music theory,Antonette McLaughlin,78
Emard High School,Fall-2019,10th-Grade,Arts,AP Music theory,Antonette McLaughlin,97
Emard High School,Fall-2019,10th-Grade,Math,Algebra 1,Antonette McLaughlin,90
Emard High School,Fall-2019,10th-Grade,Social Studies,Women’s studies,Antonette McLaughlin,92
Emard High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Computer repair,Antonette McLaughlin,78
Emard High School,Fall-2019,10th-Grade,Performing Arts,Piano,Pink Hermann,85
Emard High School,Fall-2019,10th-Grade,Performing Arts,Marching band,Pink Hermann,92
Emard High School,Fall-2019,10th-Grade,Arts,AP Studio art (3-D design),Pink Hermann,75
Emard High School,Fall-2019,10th-Grade,Social Studies,Macroeconomics,Pink Hermann,98
Emard High School,Fall-2019,10th-Grade,Business,Business management,Pink Hermann,86
Emard High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Layne Weimann,73
Emard High School,Fall-2019,11th-Grade,Visual Arts,Jewelry design,Layne Weimann,73
Emard High School,Fall-2019,11th-Grade,Business,Consumer education,Layne Weimann,76
Emard High School,Fall-2019,11th-Grade,Performing Arts,Percussion,Layne Weimann,93
Emard High School,Fall-2019,11th-Grade,Performing Arts,World music,Layne Weimann,93
Emard High School,Fall-2019,11th-Grade,Social Studies,Geography,Phoebe Johnson,96
Emard High School,Fall-2019,11th-Grade,Performing Arts,Choir,Phoebe Johnson,92
Emard High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Phoebe Johnson,72
Emard High School,Fall-2019,11th-Grade,Visual Arts,Jewelry design,Phoebe Johnson,80
Emard High School,Fall-2019,11th-Grade,Physical Education,Pilates,Phoebe Johnson,71
Emard High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Linnie Gusikowski,100
Emard High School,Fall-2019,11th-Grade,Visual Arts,Photography,Linnie Gusikowski,100
Emard High School,Fall-2019,11th-Grade,Foreign Language,Russian,Linnie Gusikowski,71
Emard High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Word processing,Linnie Gusikowski,75
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP Psychology,Linnie Gusikowski,81
Emard High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Haven Torphy,92
Emard High School,Fall-2019,11th-Grade,Business,Marketing,Haven Torphy,97
Emard High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Latin,Haven Torphy,90
Emard High School,Fall-2019,11th-Grade,Foreign Language,Spanish,Haven Torphy,77
Emard High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood development,Haven Torphy,96
Emard High School,Fall-2019,11th-Grade,Social Studies,Human geography,Mavis Price,91
Emard High School,Fall-2019,11th-Grade,Foreign Language,Russian,Mavis Price,88
Emard High School,Fall-2019,11th-Grade,Visual Arts,Art history,Mavis Price,100
Emard High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Mavis Price,85
Emard High School,Fall-2019,11th-Grade,Performing Arts,Concert band,Mavis Price,85
Emard High School,Fall-2019,11th-Grade,Physical Education,Health,Lacy Crooks,77
Emard High School,Fall-2019,11th-Grade,Social Studies,US history,Lacy Crooks,83
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Lacy Crooks,86
Emard High School,Fall-2019,11th-Grade,Vocational Education,Building construction,Lacy Crooks,93
Emard High School,Fall-2019,11th-Grade,Vocational Education,Cosmetology,Lacy Crooks,70
Emard High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Music production,Anais Blanda,93
Emard High School,Fall-2019,11th-Grade,Vocational Education,Fire science,Anais Blanda,98
Emard High School,Fall-2019,11th-Grade,Math,Trigonometry,Anais Blanda,72
Emard High School,Fall-2019,11th-Grade,English,Works of Shakespeare,Anais Blanda,71
Emard High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Anais Blanda,92
Emard High School,Fall-2019,11th-Grade,Social Studies,World history,Jody Prosacco,88
Emard High School,Fall-2019,11th-Grade,Performing Arts,Theater technology,Jody Prosacco,76
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP Calculus BC,Jody Prosacco,83
Emard High School,Fall-2019,11th-Grade,Physical Education,Pilates,Jody Prosacco,77
Emard High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood education,Jody Prosacco,75
Emard High School,Fall-2019,11th-Grade,Foreign Language,French,Zachary Jenkins,78
Emard High School,Fall-2019,11th-Grade,Visual Arts,Sculpture,Zachary Jenkins,93
Emard High School,Fall-2019,11th-Grade,Foreign Language,Arabic,Zachary Jenkins,82
Emard High School,Fall-2019,11th-Grade,Math,Trigonometry,Zachary Jenkins,75
Emard High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Zachary Jenkins,89
Emard High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Italian Language and Culture,Janelle Hickle,92
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP Macroeconomics,Janelle Hickle,82
Emard High School,Fall-2019,11th-Grade,Business,Personal finance,Janelle Hickle,100
Emard High School,Fall-2019,11th-Grade,Business,Marketing,Janelle Hickle,73
Emard High School,Fall-2019,11th-Grade,Foreign Language,Korean,Janelle Hickle,100
Emard High School,Fall-2019,11th-Grade,Family and Consumer Science,Interior design,Jalon Heaney,98
Emard High School,Fall-2019,11th-Grade,Social Studies,Geography,Jalon Heaney,85
Emard High School,Fall-2019,11th-Grade,Science,Zoology,Jalon Heaney,94
Emard High School,Fall-2019,11th-Grade,Physical Education,Pilates,Jalon Heaney,79
Emard High School,Fall-2019,11th-Grade,Performing Arts,World music,Jalon Heaney,97
Emard High School,Fall-2019,11th-Grade,Physical Education,Aerobics,Agustin McLaughlin,81
Emard High School,Fall-2019,11th-Grade,Performing Arts,World music,Agustin McLaughlin,73
Emard High School,Fall-2019,11th-Grade,Family and Consumer Science,CPR training,Agustin McLaughlin,95
Emard High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Agustin McLaughlin,88
Emard High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Agustin McLaughlin,100
Emard High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Sheridan Botsford,95
Emard High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Music production,Sheridan Botsford,0
Emard High School,Fall-2019,11th-Grade,Math,Fundamentals of math,Sheridan Botsford,100
Emard High School,Fall-2019,11th-Grade,Foreign Language,Arabic,Sheridan Botsford,73
Emard High School,Fall-2019,11th-Grade,Social Studies,World history,Sheridan Botsford,87
Emard High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Italian Language and Culture,Hugh Kling,91
Emard High School,Fall-2019,11th-Grade,Visual Arts,3-D art,Hugh Kling,71
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP Microeconomics,Hugh Kling,73
Emard High School,Fall-2019,11th-Grade,Science,Geology,Hugh Kling,74
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Hugh Kling,87
Emard High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Jammie Altenwerth,98
Emard High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Web programming,Jammie Altenwerth,79
Emard High School,Fall-2019,11th-Grade,English,World literature,Jammie Altenwerth,82
Emard High School,Fall-2019,11th-Grade,Vocational Education,Refrigeration fundamentals,Jammie Altenwerth,83
Emard High School,Fall-2019,11th-Grade,Visual Arts,Jewelry design,Jammie Altenwerth,92
Emard High School,Fall-2019,11th-Grade,Family and Consumer Science,Culinary arts,Florence Langosh,71
Emard High School,Fall-2019,11th-Grade,Foreign Language,Spanish,Florence Langosh,73
Emard High School,Fall-2019,11th-Grade,Social Studies,World politics,Florence Langosh,91
Emard High School,Fall-2019,11th-Grade,English,Journalism,Florence Langosh,94
Emard High School,Fall-2019,11th-Grade,Social Studies,World history,Florence Langosh,93
Emard High School,Fall-2019,11th-Grade,Social Studies,Global studies,Lolita Cummerata,82
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP Calculus BC,Lolita Cummerata,75
Emard High School,Fall-2019,11th-Grade,English,Communication skills,Lolita Cummerata,72
Emard High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Lolita Cummerata,76
Emard High School,Fall-2019,11th-Grade,Math,Algebra 2,Lolita Cummerata,78
Emard High School,Fall-2019,11th-Grade,Visual Arts,Painting,Edward Abshire,100
Emard High School,Fall-2019,11th-Grade,Arts,AP Music theory,Edward Abshire,84
Emard High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Edward Abshire,87
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP World History,Edward Abshire,71
Emard High School,Fall-2019,11th-Grade,Business,Introduction to business,Edward Abshire,79
Emard High School,Fall-2019,11th-Grade,Visual Arts,Sculpture,Ellsworth Kling,86
Emard High School,Fall-2019,11th-Grade,Vocational Education,Computer-aided drafting,Ellsworth Kling,73
Emard High School,Fall-2019,11th-Grade,Science,Physics,Ellsworth Kling,98
Emard High School,Fall-2019,11th-Grade,Performing Arts,Guitar,Ellsworth Kling,84
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP Microeconomics,Ellsworth Kling,82
Emard High School,Fall-2019,11th-Grade,Social Studies,Sociology,Hobart Keeling,74
Emard High School,Fall-2019,11th-Grade,Math,Pre-calculus,Hobart Keeling,75
Emard High School,Fall-2019,11th-Grade,Social Studies,US government,Hobart Keeling,98
Emard High School,Fall-2019,11th-Grade,Science,Zoology,Hobart Keeling,77
Emard High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Hobart Keeling,74
Emard High School,Fall-2019,11th-Grade,History & Social Science,AP Computer Science Principles,Graham Considine,93
Emard High School,Fall-2019,11th-Grade,Math,Math applications,Graham Considine,93
Emard High School,Fall-2019,11th-Grade,Vocational Education,Computer-aided drafting,Graham Considine,94
Emard High School,Fall-2019,11th-Grade,English,World literature,Graham Considine,91
Emard High School,Fall-2019,11th-Grade,Science,Chemistry,Graham Considine,89
Emard High School,Fall-2019,11th-Grade,Vocational Education,Heating and cooling systems,Clementina Baumbach,75
Emard High School,Fall-2019,11th-Grade,Sciences,AP Biology,Clementina Baumbach,78
Emard High School,Fall-2019,11th-Grade,Family and Consumer Science,Nutrition,Clementina Baumbach,87
Emard High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Italian Language and Culture,Clementina Baumbach,87
Emard High School,Fall-2019,11th-Grade,Visual Arts,Jewelry design,Clementina Baumbach,93
Emard High School,Fall-2019,12th-Grade,English,Creative writing,Zackery Bode,92
Emard High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Zackery Bode,79
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,Zackery Bode,98
Emard High School,Fall-2019,12th-Grade,Foreign Language,Japanese,Zackery Bode,100
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Zackery Bode,78
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Latin,Jon Witting,77
Emard High School,Fall-2019,12th-Grade,Science,Electronics,Jon Witting,92
Emard High School,Fall-2019,12th-Grade,Vocational Education,Cosmetology,Jon Witting,0
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Jon Witting,93
Emard High School,Fall-2019,12th-Grade,Foreign Language,French,Jon Witting,93
Emard High School,Fall-2019,12th-Grade,Physical Education,Lifeguard training,Muriel Kuvalis,82
Emard High School,Fall-2019,12th-Grade,Social Studies,US history,Muriel Kuvalis,75
Emard High School,Fall-2019,12th-Grade,English,American literature,Muriel Kuvalis,80
Emard High School,Fall-2019,12th-Grade,Math,Math applications,Muriel Kuvalis,72
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Nutrition,Muriel Kuvalis,76
Emard High School,Fall-2019,12th-Grade,Business,Business law,Kaya Haley,93
Emard High School,Fall-2019,12th-Grade,Science,Agriculture,Kaya Haley,70
Emard High School,Fall-2019,12th-Grade,Sciences,AP Physics 2 (Algebra-Based),Kaya Haley,76
Emard High School,Fall-2019,12th-Grade,Math,Practical math,Kaya Haley,89
Emard High School,Fall-2019,12th-Grade,Science,Physics,Kaya Haley,87
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Dewitt Effertz,71
Emard High School,Fall-2019,12th-Grade,Social Studies,Macroeconomics,Dewitt Effertz,100
Emard High School,Fall-2019,12th-Grade,Performing Arts,Music theory,Dewitt Effertz,0
Emard High School,Fall-2019,12th-Grade,Visual Arts,3-D art,Dewitt Effertz,82
Emard High School,Fall-2019,12th-Grade,Social Studies,Modern world studies,Dewitt Effertz,89
Emard High School,Fall-2019,12th-Grade,Visual Arts,3-D art,Demarcus Paucek,85
Emard High School,Fall-2019,12th-Grade,Business,Business management,Demarcus Paucek,85
Emard High School,Fall-2019,12th-Grade,Math,Math applications,Demarcus Paucek,80
Emard High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Animation,Demarcus Paucek,82
Emard High School,Fall-2019,12th-Grade,Science,Environmental studies,Demarcus Paucek,92
Emard High School,Fall-2019,12th-Grade,Social Studies,Modern world studies,Marilou Wunsch,75
Emard High School,Fall-2019,12th-Grade,Performing Arts,Piano,Marilou Wunsch,84
Emard High School,Fall-2019,12th-Grade,English,British literature,Marilou Wunsch,84
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Chemistry of foods,Marilou Wunsch,90
Emard High School,Fall-2019,12th-Grade,Performing Arts,Music theory,Marilou Wunsch,95
Emard High School,Fall-2019,12th-Grade,Math,Geometry,Beulah Pollich,91
Emard High School,Fall-2019,12th-Grade,Foreign Language,Italian,Beulah Pollich,99
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Beulah Pollich,92
Emard High School,Fall-2019,12th-Grade,Math,Math applications,Beulah Pollich,0
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Beulah Pollich,100
Emard High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Typing,Monroe Rowe,82
Emard High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Film production,Monroe Rowe,70
Emard High School,Fall-2019,12th-Grade,English,Journalism,Monroe Rowe,0
Emard High School,Fall-2019,12th-Grade,Foreign Language,Arabic,Monroe Rowe,74
Emard High School,Fall-2019,12th-Grade,Performing Arts,Music theory,Monroe Rowe,81
Emard High School,Fall-2019,12th-Grade,Sciences,AP Physics 2 (Algebra-Based),Cassidy Keebler,96
Emard High School,Fall-2019,12th-Grade,Science,Forensic science,Cassidy Keebler,98
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Cassidy Keebler,79
Emard High School,Fall-2019,12th-Grade,Sciences,AP Biology,Cassidy Keebler,89
Emard High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science Principles,Cassidy Keebler,71
Emard High School,Fall-2019,12th-Grade,English,Written and oral communication,Wilhelmine Reynolds,88
Emard High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Wilhelmine Reynolds,76
Emard High School,Fall-2019,12th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Wilhelmine Reynolds,77
Emard High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Wilhelmine Reynolds,98
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Wilhelmine Reynolds,98
Emard High School,Fall-2019,12th-Grade,English,Works of Shakespeare,Geovanny Hane,87
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Geovanny Hane,75
Emard High School,Fall-2019,12th-Grade,English,English literature and composition,Geovanny Hane,99
Emard High School,Fall-2019,12th-Grade,Arts,AP Art history,Geovanny Hane,78
Emard High School,Fall-2019,12th-Grade,Vocational Education,Auto mechanics,Geovanny Hane,80
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood education,Crawford Orn,70
Emard High School,Fall-2019,12th-Grade,Vocational Education,Criminal justice,Crawford Orn,0
Emard High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Crawford Orn,87
Emard High School,Fall-2019,12th-Grade,Visual Arts,Sculpture,Crawford Orn,97
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Nutrition,Crawford Orn,83
Emard High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer repair,Mikel Dare,90
Emard High School,Fall-2019,12th-Grade,Performing Arts,Marching band,Mikel Dare,98
Emard High School,Fall-2019,12th-Grade,Visual Arts,Photography,Mikel Dare,100
Emard High School,Fall-2019,12th-Grade,Physical Education,Yoga,Mikel Dare,72
Emard High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Mikel Dare,93
Emard High School,Fall-2019,12th-Grade,History & Social Science,AP Microeconomics,Jaqueline Runolfsdottir,82
Emard High School,Fall-2019,12th-Grade,Visual Arts,Jewelry design,Jaqueline Runolfsdottir,83
Emard High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Jaqueline Runolfsdottir,85
Emard High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Jaqueline Runolfsdottir,100
Emard High School,Fall-2019,12th-Grade,Science,Marine biology,Jaqueline Runolfsdottir,92
Emard High School,Fall-2019,12th-Grade,Foreign Language,Spanish,Kurtis Skiles,75
Emard High School,Fall-2019,12th-Grade,Business,Accounting,Kurtis Skiles,87
Emard High School,Fall-2019,12th-Grade,Math,Geometry,Kurtis Skiles,82
Emard High School,Fall-2019,12th-Grade,Social Studies,Current events,Kurtis Skiles,82
Emard High School,Fall-2019,12th-Grade,Sciences,AP Physics 1 (Algebra-Based),Kurtis Skiles,87
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,Trudie O'Connell,79
Emard High School,Fall-2019,12th-Grade,Science,Forensic science,Trudie O'Connell,72
Emard High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Trudie O'Connell,84
Emard High School,Fall-2019,12th-Grade,Math,Consumer math,Trudie O'Connell,74
Emard High School,Fall-2019,12th-Grade,English,Works of Shakespeare,Trudie O'Connell,85
Emard High School,Fall-2019,12th-Grade,English,Works of Shakespeare,Francesca Boehm,87
Emard High School,Fall-2019,12th-Grade,World Languages and Cultures,AP French Language and Culture,Francesca Boehm,99
Emard High School,Fall-2019,12th-Grade,Business,Business management,Francesca Boehm,85
Emard High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Francesca Boehm,87
