School,Semester,Grade,Subject,Class,Student Name,Score
Feeney High School,Fall-2019,10th-Grade,History & Social Science,AP Calculus AB,Florence Gleason,0
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Music theory,Cloyd Hessel,71
Feeney High School,Fall-2019,10th-Grade,World Languages and Cultures,AP French Language and Culture,Cloyd Hessel,94
Feeney High School,Fall-2019,10th-Grade,Social Studies,Global studies,Cloyd Hessel,91
Feeney High School,Fall-2019,10th-Grade,Vocational Education,Woodworking,Cloyd Hessel,74
Feeney High School,Fall-2019,10th-Grade,English,World literature,Cloyd Hessel,70
Feeney High School,Fall-2019,10th-Grade,Social Studies,Political studies,Wyatt Labadie,74
Feeney High School,Fall-2019,10th-Grade,Business,Personal finance,Wyatt Labadie,0
Feeney High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Media technology,Wyatt Labadie,89
Feeney High School,Fall-2019,10th-Grade,Math,Integrated math,Wyatt Labadie,71
Feeney High School,Fall-2019,10th-Grade,English,American literature,Wyatt Labadie,86
Feeney High School,Fall-2019,10th-Grade,Foreign Language,German,Brooks Fay,96
Feeney High School,Fall-2019,10th-Grade,Social Studies,Sociology,Brooks Fay,96
Feeney High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Brooks Fay,75
Feeney High School,Fall-2019,10th-Grade,Foreign Language,Portuguese,Brooks Fay,80
Feeney High School,Fall-2019,10th-Grade,English,World literature,Brooks Fay,80
Feeney High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science A,Rhett Baumbach,97
Feeney High School,Fall-2019,10th-Grade,Business,Consumer education,Rhett Baumbach,84
Feeney High School,Fall-2019,10th-Grade,Science,Physical science,Rhett Baumbach,100
Feeney High School,Fall-2019,10th-Grade,English,English language and composition,Rhett Baumbach,75
Feeney High School,Fall-2019,10th-Grade,Physical Education,Specialized sports,Rhett Baumbach,99
Feeney High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Lilla Jacobs,96
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Drama,Lilla Jacobs,99
Feeney High School,Fall-2019,10th-Grade,Foreign Language,Chinese,Lilla Jacobs,96
Feeney High School,Fall-2019,10th-Grade,English,Humanities,Lilla Jacobs,72
Feeney High School,Fall-2019,10th-Grade,Science,Astronomy,Lilla Jacobs,90
Feeney High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Computer programming,Mathias Stoltenberg,73
Feeney High School,Fall-2019,10th-Grade,Physical Education,Aerobics,Mathias Stoltenberg,95
Feeney High School,Fall-2019,10th-Grade,Math,Pre-calculus,Mathias Stoltenberg,0
Feeney High School,Fall-2019,10th-Grade,Arts,AP Art history,Mathias Stoltenberg,71
Feeney High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science Principles,Mathias Stoltenberg,90
Feeney High School,Fall-2019,10th-Grade,Business,Accounting,Enrico Lynch,82
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Theater technology,Enrico Lynch,79
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Concert band,Enrico Lynch,74
Feeney High School,Fall-2019,10th-Grade,Vocational Education,FFA (Future Farmers of America),Enrico Lynch,0
Feeney High School,Fall-2019,10th-Grade,Physical Education,Lifeguard training,Enrico Lynch,85
Feeney High School,Fall-2019,10th-Grade,Math,Statistics,Angus Douglas,70
Feeney High School,Fall-2019,10th-Grade,Math,Algebra 1,Angus Douglas,75
Feeney High School,Fall-2019,10th-Grade,Business,Business management,Angus Douglas,99
Feeney High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Angus Douglas,82
Feeney High School,Fall-2019,10th-Grade,Vocational Education,Auto body repair,Angus Douglas,70
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Jazz band,Janet Lueilwitz,92
Feeney High School,Fall-2019,10th-Grade,Physical Education,Racket sports,Janet Lueilwitz,91
Feeney High School,Fall-2019,10th-Grade,English,Popular literature,Janet Lueilwitz,77
Feeney High School,Fall-2019,10th-Grade,Math,Fundamentals of math,Janet Lueilwitz,0
Feeney High School,Fall-2019,10th-Grade,Social Studies,Physical anthropology,Janet Lueilwitz,79
Feeney High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion construction,Erika Nolan,75
Feeney High School,Fall-2019,10th-Grade,Arts,AP Music theory,Erika Nolan,93
Feeney High School,Fall-2019,10th-Grade,Foreign Language,German,Erika Nolan,74
Feeney High School,Fall-2019,10th-Grade,Vocational Education,Cosmetology,Erika Nolan,99
Feeney High School,Fall-2019,10th-Grade,Business,Business law,Erika Nolan,86
Feeney High School,Fall-2019,10th-Grade,Business,Business management,Otis Zboncak,86
Feeney High School,Fall-2019,10th-Grade,Physical Education,Health,Otis Zboncak,84
Feeney High School,Fall-2019,10th-Grade,Physical Education,Yoga,Otis Zboncak,87
Feeney High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion construction,Otis Zboncak,70
Feeney High School,Fall-2019,10th-Grade,History & Social Science,AP European history,Otis Zboncak,80
Feeney High School,Fall-2019,10th-Grade,Science,Agriculture,Kaden Hettinger,82
Feeney High School,Fall-2019,10th-Grade,Science,Biology,Kaden Hettinger,88
Feeney High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Kaden Hettinger,81
Feeney High School,Fall-2019,10th-Grade,Foreign Language,Portuguese,Kaden Hettinger,88
Feeney High School,Fall-2019,10th-Grade,History & Social Science,AP Macroeconomics,Kaden Hettinger,100
Feeney High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Suzanne Mayert,85
Feeney High School,Fall-2019,10th-Grade,Physical Education,Swimming,Suzanne Mayert,92
Feeney High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Suzanne Mayert,71
Feeney High School,Fall-2019,10th-Grade,Arts,AP Music theory,Suzanne Mayert,76
Feeney High School,Fall-2019,10th-Grade,Sciences,AP Physics 2 (Algebra-Based),Suzanne Mayert,0
Feeney High School,Fall-2019,10th-Grade,English,World literature,Marielle Kiehn,74
Feeney High School,Fall-2019,10th-Grade,Arts,AP Studio art (3-D design),Marielle Kiehn,96
Feeney High School,Fall-2019,10th-Grade,Family and Consumer Science,Home economics,Marielle Kiehn,95
Feeney High School,Fall-2019,10th-Grade,English,English language and composition,Marielle Kiehn,91
Feeney High School,Fall-2019,10th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Marielle Kiehn,91
Feeney High School,Fall-2019,10th-Grade,Sciences,AP Environmental Science,Carmel Langosh,90
Feeney High School,Fall-2019,10th-Grade,Math,Quantitative literacy,Carmel Langosh,81
Feeney High School,Fall-2019,10th-Grade,Math,Statistics,Carmel Langosh,84
Feeney High School,Fall-2019,10th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Carmel Langosh,78
Feeney High School,Fall-2019,10th-Grade,Math,Trigonometry,Carmel Langosh,75
Feeney High School,Fall-2019,10th-Grade,Vocational Education,Fire science,Cathy Tillman,0
Feeney High School,Fall-2019,10th-Grade,Business,Marketing,Cathy Tillman,82
Feeney High School,Fall-2019,10th-Grade,Vocational Education,Hospitality and tourism,Cathy Tillman,94
Feeney High School,Fall-2019,10th-Grade,Physical Education,Aerobics,Cathy Tillman,70
Feeney High School,Fall-2019,10th-Grade,Visual Arts,Jewelry design,Cathy Tillman,70
Feeney High School,Fall-2019,10th-Grade,World Languages and Cultures,AP German Language and Culture,Demario Nader,98
Feeney High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Word processing,Demario Nader,74
Feeney High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Demario Nader,95
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Concert band,Demario Nader,95
Feeney High School,Fall-2019,10th-Grade,Business,Introduction to business,Demario Nader,100
Feeney High School,Fall-2019,10th-Grade,Business,Entrepreneurial skills,Beulah McClure,92
Feeney High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science Principles,Beulah McClure,89
Feeney High School,Fall-2019,10th-Grade,Sciences,AP Physics 2 (Algebra-Based),Beulah McClure,96
Feeney High School,Fall-2019,10th-Grade,Foreign Language,American Sign Language,Beulah McClure,72
Feeney High School,Fall-2019,10th-Grade,Vocational Education,Auto body repair,Beulah McClure,83
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Marching band,Bell Parisian,95
Feeney High School,Fall-2019,10th-Grade,Family and Consumer Science,Nutrition,Bell Parisian,94
Feeney High School,Fall-2019,10th-Grade,Performing Arts,Drama,Bell Parisian,83
Feeney High School,Fall-2019,10th-Grade,Vocational Education,Networking,Bell Parisian,84
Feeney High School,Fall-2019,10th-Grade,Foreign Language,French,Bell Parisian,83
Feeney High School,Fall-2019,10th-Grade,Social Studies,International relations,Fatima West,94
Feeney High School,Fall-2019,10th-Grade,Visual Arts,Sculpture,Fatima West,94
Feeney High School,Fall-2019,10th-Grade,Social Studies,Global studies,Fatima West,100
Feeney High School,Fall-2019,10th-Grade,History & Social Science,AP United States Government and Politics,Fatima West,89
Feeney High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Video game development,Fatima West,87
Feeney High School,Fall-2019,11th-Grade,Math,Geometry,Elouise Maggio,99
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Elouise Maggio,100
Feeney High School,Fall-2019,11th-Grade,Business,Business law,Elouise Maggio,0
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Elouise Maggio,94
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Culinary arts,Elouise Maggio,92
Feeney High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Annamarie Lindgren,80
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Ancient Greek,Annamarie Lindgren,78
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Annamarie Lindgren,83
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Animation,Annamarie Lindgren,89
Feeney High School,Fall-2019,11th-Grade,Vocational Education,Networking,Annamarie Lindgren,86
Feeney High School,Fall-2019,11th-Grade,Physical Education,Specialized sports,Ansel Rosenbaum,83
Feeney High School,Fall-2019,11th-Grade,Performing Arts,Music theory,Ansel Rosenbaum,99
Feeney High School,Fall-2019,11th-Grade,History & Social Science,AP Computer Science Principles,Ansel Rosenbaum,72
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Ansel Rosenbaum,96
Feeney High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Ansel Rosenbaum,81
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Liza Doyle,79
Feeney High School,Fall-2019,11th-Grade,Foreign Language,American Sign Language,Liza Doyle,93
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Liza Doyle,96
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP French Language and Culture,Liza Doyle,80
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Italian,Liza Doyle,71
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Digital media,Jaeden Rolfson,97
Feeney High School,Fall-2019,11th-Grade,Physical Education,Aerobics,Jaeden Rolfson,72
Feeney High School,Fall-2019,11th-Grade,English,Communication skills,Jaeden Rolfson,87
Feeney High School,Fall-2019,11th-Grade,History & Social Science,AP European history,Jaeden Rolfson,74
Feeney High School,Fall-2019,11th-Grade,Social Studies,Religious studies,Jaeden Rolfson,85
Feeney High School,Fall-2019,11th-Grade,Science,Astronomy,Aglae Wolff,87
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Chemistry of foods,Aglae Wolff,99
Feeney High School,Fall-2019,11th-Grade,English,Rhetoric,Aglae Wolff,86
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Aglae Wolff,76
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Fashion and retail merchandising,Aglae Wolff,82
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Latin,Isai Bernhard,75
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Chemistry of foods,Isai Bernhard,89
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Isai Bernhard,89
Feeney High School,Fall-2019,11th-Grade,Business,Introduction to business,Isai Bernhard,78
Feeney High School,Fall-2019,11th-Grade,Business,Business law,Isai Bernhard,84
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Trenton Armstrong,84
Feeney High School,Fall-2019,11th-Grade,Social Studies,Macroeconomics,Trenton Armstrong,0
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Fashion construction,Trenton Armstrong,85
Feeney High School,Fall-2019,11th-Grade,English,Rhetoric,Trenton Armstrong,85
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Arabic,Trenton Armstrong,95
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Web design,Moises Lowe,86
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Computer repair,Moises Lowe,71
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Media technology,Moises Lowe,82
Feeney High School,Fall-2019,11th-Grade,Math,Math applications,Moises Lowe,78
Feeney High School,Fall-2019,11th-Grade,Visual Arts,3-D art,Moises Lowe,77
Feeney High School,Fall-2019,11th-Grade,Math,Algebra 1,Jerald Dooley,80
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Fashion and retail merchandising,Jerald Dooley,98
Feeney High School,Fall-2019,11th-Grade,English,Debate,Jerald Dooley,88
Feeney High School,Fall-2019,11th-Grade,Math,Computer math,Jerald Dooley,85
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,App development,Jerald Dooley,0
Feeney High School,Fall-2019,11th-Grade,Vocational Education,Heating and cooling systems,Stephon Purdy,93
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Photography,Stephon Purdy,84
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Stephon Purdy,70
Feeney High School,Fall-2019,11th-Grade,Arts,AP Art history,Stephon Purdy,85
Feeney High School,Fall-2019,11th-Grade,English,Literary analysis,Stephon Purdy,80
Feeney High School,Fall-2019,11th-Grade,Physical Education,Health,Cristian Shields,0
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Cristian Shields,91
Feeney High School,Fall-2019,11th-Grade,Social Studies,Physical anthropology,Cristian Shields,80
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Family studies,Cristian Shields,75
Feeney High School,Fall-2019,11th-Grade,English,Poetry,Cristian Shields,92
Feeney High School,Fall-2019,11th-Grade,Science,Biology,Reagan West,80
Feeney High School,Fall-2019,11th-Grade,Social Studies,Physical anthropology,Reagan West,99
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Hebrew,Reagan West,85
Feeney High School,Fall-2019,11th-Grade,Math,Algebra 1,Reagan West,92
Feeney High School,Fall-2019,11th-Grade,Vocational Education,Auto mechanics,Reagan West,87
Feeney High School,Fall-2019,11th-Grade,Business,Business management,Zakary Boyer,85
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Zakary Boyer,71
Feeney High School,Fall-2019,11th-Grade,Social Studies,Religious studies,Zakary Boyer,77
Feeney High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Zakary Boyer,70
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Zakary Boyer,100
Feeney High School,Fall-2019,11th-Grade,Performing Arts,Theater technology,Mckayla Walsh,98
Feeney High School,Fall-2019,11th-Grade,Vocational Education,Plumbing,Mckayla Walsh,83
Feeney High School,Fall-2019,11th-Grade,History & Social Science,AP Computer Science A,Mckayla Walsh,96
Feeney High School,Fall-2019,11th-Grade,Business,Business management,Mckayla Walsh,71
Feeney High School,Fall-2019,11th-Grade,Math,Statistics,Mckayla Walsh,90
Feeney High School,Fall-2019,11th-Grade,Foreign Language,German,Bernardo Heller,84
Feeney High School,Fall-2019,11th-Grade,Performing Arts,Guitar,Bernardo Heller,75
Feeney High School,Fall-2019,11th-Grade,Social Studies,Sociology,Bernardo Heller,86
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Russian,Bernardo Heller,97
Feeney High School,Fall-2019,11th-Grade,Physical Education,Pilates,Bernardo Heller,87
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Painting,Sigrid Gottlieb,91
Feeney High School,Fall-2019,11th-Grade,Business,Accounting,Sigrid Gottlieb,87
Feeney High School,Fall-2019,11th-Grade,Social Studies,Microeconomics,Sigrid Gottlieb,84
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Graphic design,Sigrid Gottlieb,79
Feeney High School,Fall-2019,11th-Grade,Physical Education,Specialized sports,Sigrid Gottlieb,0
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Digital media,Melvina Johns,72
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Hebrew,Melvina Johns,76
Feeney High School,Fall-2019,11th-Grade,Arts,AP Music theory,Melvina Johns,72
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Melvina Johns,97
Feeney High School,Fall-2019,11th-Grade,Social Studies,Women’s studies,Melvina Johns,83
Feeney High School,Fall-2019,11th-Grade,Performing Arts,Theater technology,Vada O'Reilly,97
Feeney High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Vada O'Reilly,100
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Culinary arts,Vada O'Reilly,86
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,App development,Vada O'Reilly,92
Feeney High School,Fall-2019,11th-Grade,Math,Trigonometry,Vada O'Reilly,79
Feeney High School,Fall-2019,11th-Grade,Math,Pre-algebra,Christop Mitchell,81
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Photography,Christop Mitchell,80
Feeney High School,Fall-2019,11th-Grade,Social Studies,Macroeconomics,Christop Mitchell,83
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,App development,Christop Mitchell,79
Feeney High School,Fall-2019,11th-Grade,Arts,AP Art history,Christop Mitchell,72
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Russian,Reanna Predovic,96
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Nutrition,Reanna Predovic,99
Feeney High School,Fall-2019,11th-Grade,Performing Arts,Theater technology,Reanna Predovic,70
Feeney High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Reanna Predovic,91
Feeney High School,Fall-2019,11th-Grade,Business,Business law,Reanna Predovic,84
Feeney High School,Fall-2019,11th-Grade,Physical Education,Lifeguard training,Elvera Dietrich,86
Feeney High School,Fall-2019,11th-Grade,Vocational Education,Electronics,Elvera Dietrich,98
Feeney High School,Fall-2019,11th-Grade,Family and Consumer Science,Culinary arts,Elvera Dietrich,100
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Media technology,Elvera Dietrich,100
Feeney High School,Fall-2019,11th-Grade,English,English literature and composition,Elvera Dietrich,83
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Digital media,Gina Jacobi,97
Feeney High School,Fall-2019,11th-Grade,Vocational Education,Plumbing,Gina Jacobi,90
Feeney High School,Fall-2019,11th-Grade,Vocational Education,FFA (Future Farmers of America),Gina Jacobi,71
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Gina Jacobi,78
Feeney High School,Fall-2019,11th-Grade,Science,Forensic science,Gina Jacobi,74
Feeney High School,Fall-2019,11th-Grade,History & Social Science,AP European history,Rebeca Hamill,77
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Drawing,Rebeca Hamill,83
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Italian Language and Culture,Rebeca Hamill,76
Feeney High School,Fall-2019,11th-Grade,History & Social Science,AP Macroeconomics,Rebeca Hamill,95
Feeney High School,Fall-2019,11th-Grade,Business,Consumer education,Rebeca Hamill,77
Feeney High School,Fall-2019,11th-Grade,Foreign Language,Spanish,Lewis Johnston,82
Feeney High School,Fall-2019,11th-Grade,Foreign Language,American Sign Language,Lewis Johnston,94
Feeney High School,Fall-2019,11th-Grade,Math,Statistics,Lewis Johnston,89
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Lewis Johnston,88
Feeney High School,Fall-2019,11th-Grade,Physical Education,Lifeguard training,Lewis Johnston,87
Feeney High School,Fall-2019,11th-Grade,Math,Multivariable calculus,Jarvis Kihn,90
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Word processing,Jarvis Kihn,95
Feeney High School,Fall-2019,11th-Grade,Social Studies,Psychology,Jarvis Kihn,75
Feeney High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Jarvis Kihn,81
Feeney High School,Fall-2019,11th-Grade,Math,Pre-calculus,Jarvis Kihn,77
Feeney High School,Fall-2019,11th-Grade,Social Studies,Psychology,Dana Stanton,99
Feeney High School,Fall-2019,11th-Grade,Visual Arts,Painting,Dana Stanton,93
Feeney High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Dana Stanton,71
Feeney High School,Fall-2019,11th-Grade,Math,Computer math,Dana Stanton,88
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Dana Stanton,74
Feeney High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Skye Goyette,97
Feeney High School,Fall-2019,11th-Grade,Math,Practical math,Skye Goyette,96
Feeney High School,Fall-2019,11th-Grade,Science,Physics,Skye Goyette,0
Feeney High School,Fall-2019,11th-Grade,Physical Education,Dance,Skye Goyette,94
Feeney High School,Fall-2019,11th-Grade,Vocational Education,Woodworking,Skye Goyette,93
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Physics 2 (Algebra-Based),Richmond Smith,86
Feeney High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Latin,Richmond Smith,82
Feeney High School,Fall-2019,11th-Grade,English,American literature,Richmond Smith,92
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Word processing,Richmond Smith,84
Feeney High School,Fall-2019,11th-Grade,English,Technical writing,Richmond Smith,96
Feeney High School,Fall-2019,11th-Grade,Math,Computer math,Marlon Herman,98
Feeney High School,Fall-2019,11th-Grade,Sciences,AP Physics 1 (Algebra-Based),Marlon Herman,94
Feeney High School,Fall-2019,11th-Grade,Science,Physical science,Marlon Herman,71
Feeney High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Audio production,Marlon Herman,73
Feeney High School,Fall-2019,11th-Grade,Arts,AP Art history,Marlon Herman,94
Feeney High School,Fall-2019,12th-Grade,Social Studies,Cultural anthropology,Alysson Grady,77
Feeney High School,Fall-2019,12th-Grade,Science,Electronics,Alysson Grady,90
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Plumbing,Alysson Grady,75
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,CPR training,Alysson Grady,97
Feeney High School,Fall-2019,12th-Grade,Math,Math applications,Alysson Grady,73
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Building construction,Herminia Ebert,74
Feeney High School,Fall-2019,12th-Grade,English,Creative writing,Herminia Ebert,83
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Herminia Ebert,84
Feeney High School,Fall-2019,12th-Grade,English,Rhetoric,Herminia Ebert,79
Feeney High School,Fall-2019,12th-Grade,Vocational Education,Production technology,Herminia Ebert,74
Feeney High School,Fall-2019,12th-Grade,Math,Geometry,Jacey Gleichner,95
Feeney High School,Fall-2019,12th-Grade,Business,Business management,Jacey Gleichner,95
Feeney High School,Fall-2019,12th-Grade,Computer Science/Information Technology,App development,Jacey Gleichner,77
Feeney High School,Fall-2019,12th-Grade,Visual Arts,Film production,Jacey Gleichner,70
Feeney High School,Fall-2019,12th-Grade,Performing Arts,Theater technology,Jacey Gleichner,85
Feeney High School,Fall-2019,12th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Pattie Schmeler,99
Feeney High School,Fall-2019,12th-Grade,Performing Arts,World music,Pattie Schmeler,80
Feeney High School,Fall-2019,12th-Grade,Social Studies,World history,Pattie Schmeler,77
Feeney High School,Fall-2019,12th-Grade,Foreign Language,French,Pattie Schmeler,90
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Italian,Pattie Schmeler,78
Feeney High School,Fall-2019,12th-Grade,Social Studies,Current events,Lamont Doyle,81
Feeney High School,Fall-2019,12th-Grade,Social Studies,Religious studies,Lamont Doyle,78
Feeney High School,Fall-2019,12th-Grade,English,Literary analysis,Lamont Doyle,76
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Lamont Doyle,85
Feeney High School,Fall-2019,12th-Grade,Business,Introduction to business,Lamont Doyle,94
Feeney High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Marlon Balistreri,81
Feeney High School,Fall-2019,12th-Grade,Science,Forensic science,Marlon Balistreri,98
Feeney High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer programming,Marlon Balistreri,86
Feeney High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Marlon Balistreri,76
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Marlon Balistreri,85
Feeney High School,Fall-2019,12th-Grade,Business,Consumer education,Audra Breitenberg,95
Feeney High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Web design,Audra Breitenberg,98
Feeney High School,Fall-2019,12th-Grade,Math,Statistics,Audra Breitenberg,85
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Audra Breitenberg,90
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Audra Breitenberg,79
Feeney High School,Fall-2019,12th-Grade,Physical Education,Aerobics,Lucienne Ziemann,86
Feeney High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Lucienne Ziemann,86
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Hebrew,Lucienne Ziemann,70
Feeney High School,Fall-2019,12th-Grade,Science,Electronics,Lucienne Ziemann,92
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Lucienne Ziemann,71
Feeney High School,Fall-2019,12th-Grade,Social Studies,World history,Chelsey Schiller,92
Feeney High School,Fall-2019,12th-Grade,Physical Education,Swimming,Chelsey Schiller,94
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Chelsey Schiller,81
Feeney High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer repair,Chelsey Schiller,89
Feeney High School,Fall-2019,12th-Grade,Math,Math applications,Chelsey Schiller,91
Feeney High School,Fall-2019,12th-Grade,Arts,AP Art history,Alia Collins,89
Feeney High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Alia Collins,86
Feeney High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Web programming,Alia Collins,97
Feeney High School,Fall-2019,12th-Grade,Visual Arts,Art history,Alia Collins,88
Feeney High School,Fall-2019,12th-Grade,English,Communication skills,Alia Collins,93
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Chinese,Rudolph Raynor,70
Feeney High School,Fall-2019,12th-Grade,Science,Environmental studies,Rudolph Raynor,75
Feeney High School,Fall-2019,12th-Grade,Foreign Language,Hebrew,Rudolph Raynor,83
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Rudolph Raynor,0
Feeney High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Rudolph Raynor,78
Feeney High School,Fall-2019,12th-Grade,Performing Arts,Theater technology,Aurelie Watsica,92
